# {"t_start": 1639658004.1236079, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
1.587238,9,1.353989
9.900716,5,1.412621
4.972774,15,1.593827
20.354981,16,1.785689
12.922851,8,1.884855
13.550526,13,20.976007
1.571623,16,21.170706
14.07994,9,21.280022
11.745693,7,21.366449
13.892548,9,21.474272
8.898368,6,21.544779
7.349805,18,32.778773
15.397204,6,32.856029
14.683151,12,33.007814
15.937872,8,33.112229
14.207305,8,33.21799
17.135416,9,33.331519
7.872872,9,33.445365
8.493904,13,44.659742
18.907039,10,44.792862
16.694638,13,44.965429
23.182297,20,45.231559
13.455209,6,45.312254
17.223317,7,45.401056
11.608622,5,56.537172
11.842101,7,56.630449
15.460132,9,56.752574
15.973493,14,56.935339
14.363595,5,57.00224
16.843058,9,57.125157
18.804095,11,57.273926
13.40028,8,57.38148
11.202796,8,68.426621
12.464567,6,68.50491
17.201809,9,68.624596
14.419882,10,68.756198
15.432942,6,68.833426
10.87641,7,68.926267
15.367783,12,69.080885
16.513249,6,69.160656
18.6777,12,80.231355
16.233915,6,80.308956
28.840493,18,80.547158
15.670062,6,80.627438
19.541523,7,80.720622
16.847444,7,80.81217
16.345562,8,80.917418
14.409331,9,92.335771
15.881032,12,92.493274
7.843972,14,92.677915
18.08458,8,92.781383
14.371543,7,92.877727
16.132459,12,93.037406
19.378538,9,104.382517
18.482254,12,104.547995
23.356056,15,104.750031
12.359727,6,104.830885
14.390698,15,105.030569
16.453816,6,105.109155
14.833874,7,116.236913
15.081968,8,116.344795
29.283767,18,116.583785
28.18802,19,116.836855
30.174018,23,128.476834
19.877018,9,128.595491
18.217848,11,128.740659
23.436046,16,128.954516
17.903465,11,129.097301
17.26273,6,129.173749
21.538283,11,148.075924
23.596796,16,148.286015
17.658167,8,148.388442
41.564706,36,160.156698
23.257012,10,160.286466
26.982707,16,160.494617
43.118055,30,160.884789
34.302871,23,175.155817
39.46967,41,175.801463
60.145724,41,190.528355
35.842143,23,190.854998
45.871953,30,204.581045
43.668972,30,204.976093
66.76072,50,219.004327
65.7946,48,234.301254
51.540172,35,234.789618
62.458376,38,248.412362
53.175817,34,261.62836
71.601046,50,262.28393
50.81082,32,275.63638
43.26428,38,276.139831
66.046318,46,299.689065
74.981476,49,312.214969
63.676058,40,324.169901
59.595588,38,324.683209
60.62944,39,336.772446
55.856731,35,337.245981
73.259607,53,349.553059
66.084018,42,361.5082
63.975623,36,361.983691
65.190297,40,374.212129
61.812,38,386.311723
64.848883,40,386.851101
75.871156,63,399.193367
75.244303,48,411.285461
66.98249,43,431.65739
78.512596,54,432.391584
69.89463,56,444.735305
64.974078,41,456.773749
75.358571,50,468.817944
78.925443,53,481.18253
74.132684,47,481.825586
64.218717,50,494.064216
86.581924,56,506.435596
73.241093,57,518.887438
64.937437,44,531.321184
83.390037,61,532.145755
112.607886,74,564.751593
80.619821,60,577.346866
78.867965,52,578.049093
70.125212,52,590.716418
84.970331,59,602.856586
65.572848,53,615.140343
90.139692,60,627.67013
83.462226,55,640.207797
90.41844,63,653.032125
84.488532,59,665.641058
96.034918,66,678.041811
121.274825,78,700.114556
67.907693,58,712.45728
91.056988,58,724.599852
84.404202,59,736.873734
82.703651,53,737.583319
94.655184,64,750.117717
93.473533,63,762.382117
90.172069,64,774.789972
101.881862,64,786.923758
105.580292,71,811.080254
101.096272,64,834.304629
98.984869,70,846.93186
87.674431,62,859.502506
106.047298,70,872.143072
101.263165,66,884.862235
90.262889,58,897.323444
102.317785,67,909.940982
100.830022,63,922.565557
115.904554,75,935.572278
109.531449,74,948.417231
101.568951,66,969.246916
106.99268,71,981.725022
111.919679,72,994.507943
105.943442,73,1007.210827
106.20559,74,1031.157355
99.993881,72,1043.971245
105.771314,68,1056.525643
106.551733,72,1069.064208
118.396191,74,1082.026831
117.104207,74,1103.100479
104.592569,64,1115.366341
107.974506,74,1127.79328
115.332611,78,1152.079472
113.087217,78,1164.761654
104.232712,66,1177.450334
107.598372,70,1189.954295
118.917807,75,1203.924793
112.607807,71,1217.207949
113.391892,74,1238.66521
124.501542,82,1265.393591
114.199829,74,1278.643452
95.610509,67,1291.736883
126.10461,82,1305.478694
94.748349,67,1318.83446
98.307867,73,1332.141109
118.251124,77,1357.375186
127.9837,81,1380.282783
116.630726,77,1393.741768
121.040779,80,1407.180604
105.849361,73,1420.032732
123.262733,79,1446.30057
130.611183,84,1459.425386
117.978549,80,1471.844882
125.670677,88,1496.194813
128.50564,83,1518.560591
112.115389,76,1532.693596
113.543992,75,1546.153196
123.493682,82,1559.835754
107.693306,74,1585.189186
124.811521,83,1598.703662
127.989791,82,1611.792222
97.245706,76,1625.40657
128.217545,84,1662.61593
