# {"t_start": 1639658003.682975, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
2.955027,17,1.887715
3.097016,9,1.998947
9.942722,6,2.072577
11.624498,13,2.225303
2.380805,16,2.420022
6.521953,9,21.464849
19.400624,36,21.900651
12.108314,6,21.973842
13.878785,9,22.079633
13.868484,6,22.155124
11.623779,5,33.231783
16.089763,10,33.356885
4.92768,26,33.694081
13.277706,11,33.835274
10.720593,5,33.899942
12.535053,9,45.059811
19.695863,10,45.191848
17.902329,14,45.377912
14.465676,8,45.485287
17.549513,12,45.645466
17.28661,6,45.723262
16.147176,8,45.828084
19.255586,9,57.016684
14.995195,5,57.085716
15.644211,6,57.165593
10.627142,7,57.256101
14.074931,5,57.322759
15.477376,15,57.523131
17.252381,10,57.658679
11.10617,7,57.752567
14.551592,5,57.817651
14.750388,7,68.852255
20.482057,11,68.997338
12.61351,7,69.088773
14.935152,8,69.193782
16.890422,8,69.297986
15.004658,6,69.376703
18.306095,18,80.524718
17.657476,8,80.631195
20.971294,11,80.773846
16.460435,8,80.880229
21.110246,14,81.066612
12.711459,16,81.279259
17.344795,11,92.722791
14.785839,7,92.814595
14.684024,12,92.971206
13.105085,8,93.076675
19.760589,12,93.234374
16.487397,6,93.313518
23.586006,12,93.473615
19.321097,9,104.821619
17.286341,11,104.973443
14.61739,5,105.040394
24.721359,19,105.296585
16.54913,6,105.375393
17.458452,7,105.469931
21.165893,11,116.647947
21.964657,11,116.796959
17.023402,8,116.901897
33.201889,19,117.155917
21.008571,16,117.367002
16.560885,6,117.443532
14.920577,8,128.888117
19.698365,11,129.034016
22.637116,22,129.327338
19.600516,7,129.419126
17.67605,8,129.522174
16.273509,6,129.600844
43.363307,47,148.969826
34.259387,22,160.559603
27.603552,25,160.882174
36.289711,26,161.22084
35.007548,27,175.537629
30.142832,18,175.797962
34.436654,22,176.164744
31.37765,24,190.660984
47.372802,38,191.194865
28.594294,23,204.835385
55.891078,37,205.321887
49.500239,32,219.088345
51.226449,46,219.718405
55.682403,37,234.877746
50.256544,32,248.425583
56.268451,42,249.020993
48.977717,39,262.280825
42.075803,43,262.839547
61.86979,38,276.275457
55.453806,36,299.685557
66.514326,45,300.290996
60.952482,52,312.857988
66.972716,46,324.892846
68.363611,45,337.062
61.671874,39,337.591219
51.405169,33,349.631958
65.413003,41,350.177795
72.752789,45,362.173852
79.082235,52,374.555082
64.99541,43,386.723053
76.246191,48,387.371942
64.372901,41,399.418609
63.550839,47,411.494711
69.542547,46,412.11627
66.764868,54,432.641667
70.615644,42,444.799485
63.785834,44,456.875797
62.033761,53,457.594619
65.673805,49,469.623273
76.439138,47,481.909238
76.600605,50,494.150886
68.231509,51,494.845014
64.510864,56,507.208701
75.443396,54,519.624805
78.532605,51,532.152264
74.966182,48,544.056151
65.294832,45,544.656608
84.551489,58,565.794165
79.537258,54,578.311369
75.529174,52,590.983706
76.590307,53,603.038411
89.03023,59,615.402815
81.420641,58,627.909708
81.675563,51,628.584133
84.493221,60,641.193183
74.391834,56,653.921966
80.255906,57,666.508547
65.687678,51,678.705248
86.029115,64,700.594763
96.28259,62,712.989495
101.243466,73,725.329669
95.897859,63,737.662924
73.461043,51,750.019363
91.587099,59,762.23291
115.315112,73,774.748665
95.775375,64,786.888778
95.881783,66,799.440845
94.328613,68,811.88995
97.709956,65,835.133403
106.188175,72,847.782025
96.252206,73,860.505593
87.768791,61,873.047952
118.703298,78,885.904278
113.309538,72,910.272469
102.347699,67,922.947384
116.754784,74,935.94296
102.72855,69,948.725367
104.942998,68,969.578466
106.550492,72,982.070033
102.152221,67,994.783125
116.645909,76,1007.530061
102.156311,69,1019.950012
92.402581,65,1032.281083
111.735528,74,1056.760716
101.472233,66,1069.22072
124.884051,82,1082.29099
96.674521,66,1103.260908
106.48149,68,1115.581077
120.903748,82,1128.115138
117.801296,79,1140.754951
127.019427,78,1165.091809
109.853946,69,1177.821709
93.483747,66,1190.272828
116.607619,73,1204.214133
118.81782,74,1217.54148
118.980708,80,1239.076772
101.404262,76,1265.721991
121.582708,80,1279.053434
128.95483,83,1292.370859
87.931413,71,1305.959327
96.070192,71,1319.367942
97.848576,71,1332.647849
122.132686,80,1357.929007
121.88693,81,1380.828818
128.797959,84,1394.384859
108.382076,73,1407.726666
130.261918,85,1433.46393
119.675088,77,1446.979541
131.715747,85,1460.125265
121.122112,76,1472.485517
117.510408,81,1496.740819
107.451346,79,1519.052844
123.737521,86,1533.325234
126.648204,84,1559.467925
137.665676,89,1572.748067
125.297989,81,1586.122788
108.0535,77,1599.551735
118.182765,81,1625.217507
127.713225,83,1639.310007
136.968641,89,1663.746407
