# {"t_start": 1639658003.3628542, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
4.749705,9,2.117813
10.594287,7,2.201043
10.761402,12,2.346009
2.721979,13,2.500079
14.353649,16,2.69298
16.894309,22,21.893181
9.22986,19,22.121357
12.843462,6,22.194408
1.345131,18,22.412438
11.047054,11,33.563914
14.931476,8,33.663372
15.532991,7,33.75174
10.609737,6,33.829717
13.949544,6,33.911249
11.495481,14,34.09043
9.141797,6,34.167338
18.232879,20,45.47165
19.24951,14,45.656884
14.28944,13,45.83189
11.416967,7,45.924234
11.34398,12,46.080312
8.500818,5,46.14701
16.209206,7,57.307521
16.971689,15,57.508933
17.380663,13,57.680899
14.761787,7,57.773816
16.691675,8,57.88342
12.432657,7,57.977522
13.336552,9,58.098506
18.472616,7,69.133126
16.814155,7,69.22335
16.262717,11,69.368866
15.732862,12,69.529408
12.679783,6,69.60457
15.220679,9,69.722211
19.58192,7,69.813562
17.858962,7,69.904513
18.262259,7,80.909679
15.18105,8,81.015767
15.989844,8,81.11951
17.213653,6,81.198701
18.062706,9,81.317913
12.376729,6,81.399131
14.861167,9,81.517456
13.339786,11,81.663231
17.581534,7,93.055181
12.991101,5,93.119294
20.45273,9,93.239287
16.162773,13,93.407689
15.91656,8,93.513444
6.279558,24,105.059986
14.989719,5,105.126319
19.426702,8,105.237853
14.691405,7,105.332938
21.977199,14,105.521858
17.094398,7,105.615606
13.812752,7,105.707949
24.33151,15,105.907838
32.498056,34,117.394551
28.96671,22,117.685604
23.615232,17,129.248169
19.449119,7,129.340177
37.920542,27,129.699109
29.497707,24,148.767183
27.384539,22,149.05553
26.624788,20,149.315148
22.113949,10,149.446958
28.057292,18,160.98089
34.610123,24,161.289929
26.509037,20,161.552839
58.69142,40,176.059839
24.112592,14,176.275816
27.455434,16,176.542718
29.302129,20,190.978173
48.864995,43,191.583296
44.805227,29,205.304623
54.575268,38,205.800566
56.135301,38,219.667894
68.213569,46,234.93547
46.275261,44,235.547703
56.378388,36,249.144014
61.809536,43,262.480296
56.630406,38,262.976782
60.714102,45,276.503329
62.398184,43,300.004376
60.483218,38,300.514492
60.287677,46,313.000089
64.057368,38,324.928205
59.70296,39,325.455152
65.527725,43,337.598722
62.898397,38,338.115302
61.807291,40,350.244437
64.66537,41,362.184098
65.501723,44,362.767299
62.875143,37,374.956566
68.887545,44,387.140175
56.980879,45,387.745736
64.158833,42,399.803749
75.121562,48,411.894539
67.493142,48,432.33498
74.823177,58,433.125669
73.163787,49,445.375201
76.749938,52,457.558635
83.841394,53,469.641387
74.501365,45,481.898549
76.837737,48,482.555555
76.583915,52,494.822298
64.262234,43,507.018191
65.046504,41,507.567132
81.532584,64,520.118362
72.334336,55,532.701153
74.389539,53,544.66728
86.573568,58,565.804016
85.154559,57,578.364307
90.381439,66,591.21786
75.477922,49,603.22475
83.989608,63,615.643758
81.218649,60,628.176185
85.241965,57,628.928527
78.990901,55,641.472595
78.961407,64,654.307019
68.871536,61,666.947587
82.992432,57,679.229716
86.34808,56,701.008461
93.214268,66,713.454147
103.620481,64,725.676954
83.804225,59,737.95572
89.425743,66,750.510966
98.787843,64,762.79181
69.852063,54,775.05435
94.381702,62,787.166211
103.110337,71,799.78604
99.248867,68,812.234935
105.987966,70,835.545152
88.265354,58,848.008072
99.593598,64,860.60818
95.335168,65,873.205919
101.63156,62,885.851749
87.644165,62,898.363473
106.267521,69,911.014392
122.652273,81,923.874374
92.545256,69,936.798661
110.027287,79,969.648621
102.47546,70,982.121549
109.047615,70,994.874012
107.074264,69,1007.528237
116.562874,75,1020.026955
119.421178,76,1032.506899
108.056743,70,1045.298121
109.634806,77,1069.536956
97.568114,66,1082.393311
117.759909,76,1103.500287
121.515023,80,1115.980136
105.302002,69,1128.342917
110.415859,73,1140.899552
104.287622,71,1153.511525
114.047307,71,1166.100202
112.746163,75,1190.47442
120.186881,74,1204.422729
115.998068,75,1217.76542
109.712284,75,1239.233799
119.691398,77,1252.495368
124.234194,81,1279.23613
103.335837,67,1292.329406
117.236092,77,1306.002174
101.058287,74,1319.462365
116.88373,77,1332.818717
111.837698,73,1345.033406
110.467276,74,1380.807227
117.447464,80,1394.298844
117.960891,76,1407.698545
115.893987,77,1420.60462
86.359341,69,1434.251616
132.193786,83,1459.846673
107.236382,77,1472.226638
112.87392,76,1484.673086
117.952099,77,1497.456202
106.586263,73,1519.687084
112.484257,79,1546.308591
119.919309,77,1559.908974
112.917392,78,1573.041276
114.192975,80,1586.399163
124.416023,86,1611.948175
129.011334,81,1625.620748
140.379734,91,1639.825838
