# {"t_start": 1639658002.439907, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
13.035297,13,3.083528
8.937139,11,3.215736
16.73902,16,3.405809
4.881904,6,3.47679
11.622166,14,3.645038
10.3429,11,22.717158
13.819501,8,22.814844
13.865088,8,22.91212
16.059887,9,23.020356
18.819759,10,23.142066
14.572573,12,23.284874
12.815073,5,23.343374
15.456226,7,34.445655
11.830037,11,34.583316
19.523629,11,34.723595
9.706915,6,34.803766
5.222329,6,34.882018
16.180961,10,35.009646
16.325439,13,35.177996
34.55827,33,46.656774
5.903459,11,46.805661
12.348248,12,46.962458
15.06902,6,47.04039
12.292393,7,47.132169
19.015124,13,58.376739
14.504184,6,58.455641
9.545271,8,58.561815
14.967089,6,58.6415
13.673948,5,58.707264
12.976165,7,58.803001
9.324291,8,58.911122
11.844971,5,58.978513
12.012278,13,70.091467
10.826804,11,70.236526
10.603104,9,70.354275
14.298157,7,70.445851
16.450151,16,70.65519
22.222081,9,70.771775
9.091856,10,81.816378
16.652791,7,81.909438
27.108955,17,82.131742
15.313557,7,82.225258
19.87063,13,82.39938
14.651904,7,82.490365
21.019967,12,93.948872
20.090277,13,94.11853
15.663698,7,94.210437
19.273937,7,94.301905
24.392306,17,94.527436
20.565246,13,94.699721
16.581416,6,106.00645
16.507368,18,106.253122
29.161733,21,106.535913
14.817035,7,106.62778
19.572035,8,106.735679
24.340892,16,117.982416
21.665715,14,118.166759
26.174397,14,118.353497
18.038923,9,118.475019
24.271532,16,118.684576
22.370081,11,130.168221
16.462823,10,130.299291
29.363384,21,130.580686
11.916917,5,130.645152
18.841926,11,130.787727
21.466284,10,149.675161
22.131737,13,149.845288
18.840136,12,150.000329
34.293276,38,161.798476
30.025249,24,162.109114
24.136984,16,162.317213
25.284175,16,162.52385
17.612088,6,162.601405
39.432156,29,176.96396
34.821722,26,177.388721
49.326228,54,192.305306
40.408801,27,206.003828
64.783681,42,206.561062
34.499161,24,220.209299
43.994156,49,220.891653
52.689833,36,236.034528
68.056462,50,249.829959
38.549759,25,250.191517
63.533769,44,263.519799
54.40561,33,263.947645
61.00962,38,277.383127
49.440022,31,277.79002
31.602106,26,301.06969
69.824706,43,301.648827
56.907724,36,314.002416
60.120672,38,325.930563
62.699208,38,326.442589
53.634648,32,338.437033
74.243782,49,350.697397
56.227321,34,351.150671
67.001428,43,363.117469
67.012226,40,363.6491
65.156018,42,375.904273
65.303151,41,388.045248
69.463933,46,388.665832
70.619409,57,400.924265
68.899999,42,412.935637
70.837971,57,433.499985
73.292734,45,434.110556
67.000343,52,446.399921
70.136015,45,458.492048
70.104773,45,470.468288
67.81094,53,482.832849
78.605963,54,483.570839
68.996939,51,495.824357
80.276596,54,508.16823
80.78326,62,520.687416
71.014917,46,533.148663
78.407472,58,545.188254
75.087186,49,545.839134
88.365763,58,566.97791
69.982425,51,579.455625
80.865431,55,592.166625
56.250966,46,604.13246
101.102947,68,616.615174
87.427647,64,629.200873
107.411343,70,641.939271
83.712852,61,654.735477
98.087103,67,667.451242
83.002972,60,679.772785
103.76221,76,701.819592
80.002234,58,714.162679
88.913282,61,726.343452
112.189861,72,738.795509
94.404669,65,751.339338
94.627227,63,763.604991
97.2917,63,775.987631
106.885856,68,788.180936
94.39338,70,800.787402
104.762454,72,813.289925
106.386722,70,836.600166
113.602029,81,861.111446
105.880266,66,873.697728
103.326126,69,886.459893
112.688941,74,899.137071
94.800684,62,911.688095
107.604704,73,924.444175
108.537109,76,937.466449
123.214696,78,950.362319
98.515303,71,971.262043
108.894968,73,995.574455
117.455361,77,1008.339058
94.452251,68,1020.744226
102.871987,67,1033.105277
107.546836,68,1045.864388
121.944695,80,1058.583022
108.559749,71,1071.103469
104.21415,70,1084.010062
102.874627,67,1104.993995
111.86278,76,1128.87192
103.948931,74,1141.435088
122.623682,80,1154.163591
115.299724,74,1166.790611
120.988187,81,1179.675598
107.642198,72,1205.166497
121.479545,80,1218.577842
107.496652,70,1239.976778
124.857774,84,1253.334115
122.353968,78,1267.786875
100.195073,76,1293.249386
121.446368,75,1306.894144
107.615356,75,1320.369447
119.154664,78,1333.739149
117.388665,73,1345.953517
115.878104,74,1381.727395
105.432168,69,1395.063725
115.413786,70,1408.391242
113.347211,74,1421.252819
120.938784,76,1434.998014
104.154757,77,1448.518164
117.847061,76,1461.540712
121.852487,82,1485.404128
125.848763,85,1498.295334
123.071874,82,1520.649508
115.431528,75,1534.767741
111.197382,78,1560.829147
129.962074,81,1574.003169
129.950581,85,1587.427539
117.676616,81,1612.908536
131.468467,82,1626.599322
128.300847,84,1640.703695
117.143086,77,1664.965182
