# {"t_start": 1639658003.9236228, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
8.968713,8,1.541626
11.311601,22,1.80585
14.171182,8,1.90196
17.001308,9,2.009977
10.123641,15,2.191503
18.565604,21,21.382496
11.506223,5,21.442908
6.858474,10,21.56599
2.377177,8,21.664103
10.507969,9,21.770598
17.679925,9,21.87591
16.506168,13,33.057259
24.855726,22,33.338767
10.168943,10,33.468545
12.617828,8,33.57022
13.185555,5,33.633254
14.546331,16,44.886323
21.365332,16,45.098968
13.815373,9,45.218468
9.152504,9,45.3391
14.445286,9,45.456446
20.014658,14,45.641184
11.688159,6,56.79002
15.060407,9,56.911139
11.604366,8,57.014925
11.342201,9,57.135115
11.561482,15,57.338132
12.057336,5,57.404238
10.146123,8,57.513052
17.858355,7,68.54828
14.625629,9,68.665379
10.492628,10,68.796955
17.169269,8,68.900604
14.563386,6,68.980807
14.691015,12,69.137643
12.287673,6,69.219494
15.866149,7,69.305731
18.956175,11,80.364773
18.476584,8,80.469619
12.377528,6,80.548443
16.475442,7,80.639833
12.982995,6,80.719107
19.502292,14,80.909801
17.326779,8,81.011339
17.121431,8,81.119866
28.683568,20,92.680769
23.245013,19,92.927951
24.464365,19,93.18047
19.605942,11,104.553671
18.179951,18,104.800617
20.463601,11,104.949768
19.901607,12,105.109491
13.200366,6,105.189434
17.03152,7,105.283014
23.974918,17,116.543847
23.735122,13,116.714168
23.680064,14,116.903246
15.778356,5,116.969902
15.68221,6,117.050817
20.58492,8,117.155414
32.221268,23,128.793644
16.934318,9,128.913976
37.082735,26,129.256922
20.842259,10,129.386825
22.323681,10,148.275677
21.198919,11,148.41741
25.405411,36,148.888594
24.389181,19,160.436591
32.389113,22,160.71839
52.500192,40,175.195427
51.818766,37,175.74867
34.417638,23,190.264785
63.558719,46,190.913059
47.973614,32,204.674083
20.580373,14,204.861324
51.414061,34,218.618957
43.813208,28,219.03296
64.518083,46,234.302411
62.511694,38,234.830091
43.983535,28,248.320316
57.168099,43,248.922951
49.945832,38,262.171718
56.514089,34,275.526504
58.239229,38,276.050139
57.894418,38,299.489573
72.19522,46,300.105666
58.879147,37,312.469
61.745112,42,324.451253
55.449009,38,324.963256
51.157787,34,336.984913
64.521306,42,337.556963
58.386684,36,349.633356
73.20552,46,361.639659
56.809852,38,362.143586
76.743481,51,374.520895
57.522103,50,386.780847
77.037652,48,398.923505
65.084446,42,399.48476
66.1637,43,411.510458
68.518962,46,431.92562
74.765652,55,444.268875
68.637772,51,444.947146
73.525103,46,457.05508
63.537934,39,468.94895
71.880308,43,469.53316
73.017293,46,481.807853
81.122769,53,494.083875
77.21639,61,506.524878
74.68788,55,518.950953
76.455017,51,519.638166
73.144197,55,532.221414
73.953964,51,544.160515
85.086545,56,565.272276
82.686335,56,577.81874
79.945432,55,590.523434
81.142933,49,602.534494
82.079324,55,603.271961
71.840183,54,615.570988
87.249319,58,628.064879
87.45822,58,640.646087
84.2268,67,653.522552
73.976205,51,666.027369
70.794079,49,678.197852
82.697028,58,699.997651
80.568412,60,700.81698
81.620442,58,713.149474
79.589625,55,725.251647
79.358398,58,737.51696
100.316114,67,750.085135
89.383945,61,762.328804
95.34733,58,774.645567
91.711764,59,786.714876
95.090828,72,799.34865
93.19185,61,811.702654
94.718461,64,834.932413
101.347315,68,847.528776
95.23608,62,860.103471
92.502438,59,872.620085
91.864387,69,885.359164
112.231678,69,897.968083
89.43449,62,910.52318
118.377154,78,923.341023
112.225217,69,936.266274
108.364348,72,969.021808
100.133619,69,981.484314
103.632927,70,994.23343
94.270294,69,1006.887696
119.353534,79,1019.44091
113.599515,75,1031.907619
114.105606,71,1044.711069
106.679062,70,1057.289834
122.307073,81,1081.915133
107.439305,65,1102.874711
121.259917,79,1115.341528
110.171028,70,1127.720358
119.973421,77,1140.327179
101.912465,68,1152.899075
112.194992,71,1165.487288
118.182495,73,1189.835866
103.08733,66,1203.673561
100.693958,75,1217.018187
115.941051,75,1238.483445
112.552451,75,1251.720795
122.252019,84,1266.24948
112.001691,75,1291.702154
117.323931,76,1305.361743
100.187734,68,1318.743897
111.467432,78,1332.112688
121.433789,78,1344.393384
119.950074,77,1358.409984
112.287153,83,1393.739644
108.714194,75,1407.125788
127.01491,83,1420.110771
127.030542,80,1433.908387
121.350215,79,1459.449022
125.504603,83,1471.909345
124.65925,81,1484.420141
114.356339,82,1518.523693
127.861387,82,1532.726529
123.367286,79,1546.24384
116.736743,79,1559.876483
125.077181,82,1585.349056
107.121503,76,1598.763733
109.440908,76,1611.778358
121.003841,79,1625.435231
113.674356,80,1639.489639
