# {"t_start": 1639658003.1420295, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
3.550767,8,2.325218
14.57475,6,2.39517
14.141158,8,2.491711
13.338407,8,2.587081
13.612709,7,2.669014
17.459661,25,2.968143
13.674359,10,22.028322
13.13091,13,22.186956
-0.055056,24,22.477833
13.535565,5,22.533674
7.629665,12,22.678242
10.44608,11,33.833046
11.55283,11,33.972409
13.410898,8,34.077403
16.247229,15,34.270643
15.632467,13,34.438959
-2.603043,19,45.731223
13.881536,9,45.850268
16.966967,7,45.943469
14.079992,7,46.038501
9.384449,7,46.131943
15.612865,12,46.287439
16.093014,8,46.393936
17.903064,12,57.623041
11.497302,7,57.716803
16.26459,6,57.796785
10.595493,5,57.861338
14.977086,7,57.954768
13.074772,9,58.076733
17.628894,6,58.157493
14.270588,9,58.277891
18.414588,10,69.35334
15.717486,8,69.457863
15.347169,10,69.588571
14.835248,13,69.759327
21.338366,11,69.902571
16.420403,9,70.020828
12.106481,10,81.063663
10.364086,10,81.196822
16.462466,10,81.326078
17.299597,8,81.431453
17.768792,7,81.525413
12.112703,7,81.619737
17.777905,10,81.751044
14.780272,8,81.85735
21.816366,14,93.340145
15.723093,8,93.445617
18.490062,6,93.523938
25.314509,24,93.84016
14.380358,6,93.919365
25.128767,20,105.416059
21.585751,11,105.56683
17.2511,8,105.674348
17.25116,8,105.781721
19.719173,11,105.927226
20.864485,10,106.061815
18.44981,7,117.187438
19.651927,8,117.296062
24.69647,12,117.452949
18.637733,8,117.561472
15.613671,7,117.653553
9.680849,7,117.747662
28.395873,25,129.414648
24.593142,28,129.784985
16.693081,11,129.932966
44.452976,35,149.144908
21.443515,12,149.299684
22.244273,10,149.430014
25.567164,35,161.188664
47.300429,32,161.601367
35.989008,28,175.919143
43.075055,31,176.363139
43.753099,31,191.014068
21.927841,10,191.156626
43.226879,32,191.605633
42.146028,27,205.303212
34.739757,24,205.624673
57.279498,43,219.523257
51.051538,33,219.993186
58.318893,39,235.168285
31.361113,27,235.538989
65.429609,52,249.363779
58.450142,44,262.712976
59.511424,41,263.247266
61.859026,41,276.723959
67.634454,46,300.265455
64.304303,41,300.816057
67.246039,45,313.288485
58.67276,39,325.230109
52.19781,43,325.810377
72.59386,55,338.116499
77.271075,53,350.424087
76.596956,53,362.527463
68.742229,48,374.852733
81.610366,49,375.514441
60.561526,41,387.6524
80.235189,51,399.835904
63.54361,58,412.059873
64.289705,40,412.601558
66.287292,43,432.976154
78.846004,52,445.271847
71.663504,52,457.455989
71.228335,50,458.132868
71.281769,54,470.229931
83.216459,56,482.639024
77.11949,55,494.944366
64.445004,46,507.183123
79.051983,52,519.567862
74.692868,47,520.203481
85.266133,62,532.879978
78.903065,59,544.926512
76.875395,56,566.036332
76.812634,54,578.558061
66.15922,51,591.207013
82.37566,56,603.313461
95.335043,64,615.744678
84.063618,55,616.483878
71.249271,53,628.91113
81.329586,53,641.425281
87.278765,60,654.208653
90.11197,62,666.858977
83.68968,54,679.097744
85.597515,60,700.927151
78.328732,62,713.326779
91.10676,58,725.471709
78.505177,51,726.149901
93.418643,61,738.453934
92.991821,60,750.931173
73.848593,55,763.093552
92.517612,65,775.505784
111.977101,73,787.762508
85.823449,55,800.167185
93.425855,61,812.52409
122.981911,77,835.925838
109.16731,69,848.532062
92.403353,59,861.071127
89.601815,61,873.614985
91.906753,62,886.25886
102.772926,69,898.867777
97.346309,60,911.396527
104.456496,71,924.119626
115.476744,72,937.086528
111.971394,69,969.800365
114.067885,74,982.328128
105.305867,71,995.09314
104.571505,69,1007.7479
109.565683,70,1020.178682
119.883249,74,1032.631195
112.518991,73,1045.465031
112.408586,77,1069.703893
112.59799,72,1082.640448
110.862478,70,1103.666565
101.44856,70,1116.013561
104.756313,70,1128.394496
120.658215,80,1141.041111
120.801083,76,1153.717967
116.565523,75,1178.156746
100.114322,67,1190.628526
106.622576,71,1204.534159
110.679583,73,1217.849766
117.45122,77,1239.347193
125.94994,78,1252.620321
113.951676,75,1267.03078
123.119711,80,1292.549047
120.876378,76,1306.208111
105.993519,69,1319.603312
121.017144,75,1332.93356
118.794217,81,1345.253118
126.121474,83,1381.152159
121.214501,80,1394.647132
128.436049,80,1408.090943
116.545698,77,1420.99554
132.654216,86,1447.357831
122.075688,80,1460.430663
125.545668,84,1472.903442
129.172908,83,1497.18636
109.286318,77,1519.473021
140.450594,89,1533.784056
127.614057,84,1547.362383
124.173767,78,1573.051151
120.457121,76,1586.368473
131.243972,88,1599.945925
131.48449,85,1625.649604
111.936826,73,1639.607446
127.212539,85,1663.915998
