# {"t_start": 1639658002.920497, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
10.232498,8,2.543804
3.833734,11,2.674187
6.889907,14,2.845455
12.835964,7,2.928761
10.103204,9,3.038564
12.478391,5,3.093862
11.346448,5,3.157091
18.559206,15,22.27445
7.715556,15,22.456111
11.605288,11,22.586758
16.444098,17,22.794124
14.1907,13,33.966769
0.691287,14,34.142281
14.410003,7,34.2313
15.240535,9,34.352005
25.526529,20,34.608232
8.713358,14,45.832544
1.433193,16,46.045465
15.993698,14,46.232264
13.471205,12,46.391396
13.228303,10,46.521387
11.073899,9,46.640717
7.594863,6,57.789312
12.978543,12,57.949949
16.28151,9,58.069767
13.504829,6,58.148451
14.374084,8,58.255142
12.818595,13,58.431893
12.658116,5,58.49917
14.03455,10,69.574562
17.010577,8,69.678169
18.211299,7,69.769662
13.795146,15,69.966938
14.239673,9,70.083796
15.010267,16,70.292921
18.756495,9,81.324795
16.728421,5,81.390952
19.071571,7,81.482388
14.462464,6,81.560628
14.894334,6,81.639736
15.395988,7,81.731596
13.728595,5,81.800577
14.550533,13,81.972444
11.156836,6,82.052014
16.784865,9,93.46945
16.678556,7,93.560606
18.994877,11,93.706029
13.57375,9,93.822709
29.162788,21,94.100799
15.931034,13,105.500844
22.770938,13,105.678703
23.258757,17,105.909375
23.425573,14,106.096207
19.653391,9,106.215267
30.613561,26,117.595013
27.816764,16,117.80926
17.812925,7,117.903017
28.826636,20,118.166083
41.004926,32,129.926208
19.099617,9,130.046101
27.855994,18,130.281749
20.961141,11,149.182389
21.762502,12,149.340418
43.555585,36,149.809358
37.547321,28,161.473205
22.945485,13,161.642164
37.712036,28,162.006394
37.93994,26,176.312499
37.496159,37,176.894975
50.455529,34,191.53325
61.005776,42,205.44403
47.716217,39,205.965391
31.804219,18,206.200598
43.190141,30,219.949142
63.530115,46,235.216664
66.132012,43,235.815378
65.476955,43,249.518983
67.541323,49,262.934331
59.224315,37,263.417843
60.271906,43,276.91753
51.368903,36,300.322336
52.512205,37,300.820123
60.025029,37,313.181739
64.211393,41,313.739982
58.107967,36,325.63995
72.028803,47,337.835999
69.60469,50,338.514974
60.606812,46,350.725168
68.190589,45,362.721231
68.668921,44,363.300351
77.227632,47,375.630125
72.961534,51,387.90088
63.239235,41,399.948791
72.05165,46,400.564555
70.271936,48,412.6605
75.866773,48,433.102865
53.914792,47,445.335524
74.83261,48,445.973273
70.913831,44,458.054907
69.781328,46,470.041748
67.412643,44,470.640709
67.84124,43,482.874362
75.352797,50,495.111314
68.670293,44,507.322684
63.194471,40,507.861036
70.64934,47,520.180018
72.393716,47,532.655832
69.690861,44,533.248373
66.567352,43,545.081697
73.390212,59,566.228429
82.025159,55,578.766319
78.424645,58,591.510181
71.988084,56,603.613744
87.027568,62,616.020498
80.07567,53,616.732099
97.205393,66,629.330844
74.460567,49,641.794558
84.589393,60,654.575683
79.928092,58,667.174208
84.443736,60,679.4924
79.838002,54,701.245263
85.758856,62,713.642542
87.509255,56,725.758424
79.479094,61,738.058789
92.35312,63,750.579565
82.175838,60,762.801404
99.728217,64,775.195937
95.367582,66,787.361752
103.004376,67,799.927181
112.659176,72,812.438046
98.214358,73,835.785993
86.456916,61,848.28789
102.845611,67,860.927605
114.405013,75,873.660626
109.066095,69,886.400489
103.070016,70,899.022307
100.288546,62,911.577317
78.803312,64,924.207659
112.147173,73,937.187602
119.677989,77,970.00795
89.654744,62,982.376412
95.152588,61,983.197338
113.818811,69,1007.6564
110.122369,79,1020.212511
115.976414,71,1032.626098
102.164403,65,1045.345133
97.052509,64,1057.845279
116.969816,77,1070.45099
101.124094,67,1083.318796
117.412356,75,1104.405567
98.936087,63,1116.655928
113.768125,73,1129.069477
96.084276,68,1153.228651
119.701255,77,1165.892307
99.259979,71,1178.649533
118.80932,72,1191.177992
125.82165,78,1205.190835
121.527252,77,1218.552315
102.227074,69,1239.943258
116.262592,75,1266.578607
99.805508,66,1279.7187
101.23566,72,1292.878182
112.867684,77,1306.552936
137.355676,86,1320.166991
121.000588,82,1344.831312
106.667225,77,1358.839329
120.41227,82,1381.752088
116.027157,76,1395.199208
119.162708,79,1420.489941
118.914101,80,1434.291618
107.709866,71,1447.725423
129.348334,84,1460.85927
114.202844,79,1473.258846
111.688185,81,1497.513862
109.409161,78,1519.812804
104.238225,84,1534.058198
121.856899,78,1547.556786
132.122245,86,1573.357897
125.914125,82,1586.753046
119.097747,81,1600.231828
119.095632,83,1625.915403
122.2787,76,1639.916604
103.65614,76,1664.096713
