# {"t_start": 1639658004.830572, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
8.671391,12,0.684791
12.234766,10,0.804427
14.599373,8,0.902148
16.473723,8,0.995095
20.670343,9,1.10505
7.675451,10,1.222748
17.290965,6,1.294982
12.696837,9,20.347004
11.039005,8,20.441264
15.276371,10,20.561333
12.53239,7,20.646358
7.586835,6,20.718461
14.16359,7,20.804923
13.071417,14,20.971647
15.584855,12,32.134524
17.420139,10,32.26335
-2.055437,12,32.419599
15.468852,6,32.495964
15.328812,8,32.599849
9.047388,11,32.742593
12.460347,10,43.91619
13.609271,5,43.98219
-0.555243,6,44.061284
5.328256,5,44.128914
6.929077,13,44.300588
25.98376,19,44.550702
17.59785,8,44.658188
17.749366,18,55.96662
9.67039,7,56.059752
16.779301,11,56.20369
16.08021,7,56.298051
10.740114,6,56.380158
7.225818,5,56.44795
13.213081,6,56.529224
23.53204,14,67.656453
15.944466,10,67.787973
20.383896,10,67.918277
7.566196,6,67.995606
13.887887,6,68.07551
14.617002,6,68.152208
8.293624,9,68.272288
16.877144,8,68.376496
9.305385,6,68.453374
12.875573,7,79.461032
17.683605,6,79.538546
14.856137,12,79.694985
12.612397,5,79.761212
14.936194,8,79.867923
15.619824,7,79.961628
15.246037,6,80.039956
12.254901,5,80.107748
16.627078,14,91.590448
14.915457,6,91.670614
16.694113,12,91.827386
32.591851,28,92.197016
20.105224,8,92.304283
16.637961,7,103.624496
15.126855,7,103.720946
16.728816,11,103.870404
18.099232,6,103.951314
16.391389,8,104.059672
16.729116,7,104.152739
21.528086,14,104.339371
18.749781,8,104.445191
19.398092,18,115.718332
31.8226,26,116.065965
15.643829,10,116.197382
31.00071,19,127.786755
31.173359,21,128.062015
16.460194,17,128.287594
23.880411,14,128.469083
20.060162,12,147.384675
24.423124,12,147.540939
33.244629,27,147.89239
19.879164,13,148.060613
29.048952,20,159.619116
22.829104,11,159.763503
32.03831,21,160.038178
42.559689,35,174.465124
35.495022,22,174.798528
22.907065,12,175.007771
31.471921,22,189.474275
36.166575,22,189.783916
40.681029,32,203.553909
72.312242,49,204.205145
49.977566,31,217.958989
56.215056,34,218.428957
57.496079,39,233.609656
40.916442,33,234.070453
57.959431,40,247.723573
45.14525,27,248.107577
55.269546,36,261.321127
50.615209,35,274.69111
63.623131,53,275.408242
61.964849,39,298.861862
78.726267,52,311.428443
65.25256,49,323.507637
57.048007,38,324.020463
70.108951,52,336.285294
67.17364,43,348.460438
52.553162,35,348.928457
65.549558,43,360.899933
72.219158,50,373.249604
58.987918,56,385.593663
70.273473,45,386.201055
53.819631,36,398.180118
74.895063,48,410.270207
68.343593,55,411.013912
73.63768,44,431.402826
80.266153,52,443.697148
77.256324,50,455.853244
64.223159,40,456.397145
65.841678,47,468.39829
73.699072,54,480.780001
78.175974,52,493.046318
76.55173,50,505.339331
63.902734,53,506.052433
78.152866,54,518.4678
79.023326,59,531.101734
74.465905,52,543.058452
69.599814,47,564.047225
78.442313,54,564.769493
70.920241,48,577.20919
77.501021,59,589.972394
92.814383,62,602.152468
81.887007,54,614.447576
80.29663,52,626.870085
93.255749,64,639.530257
105.550825,67,652.404209
78.766357,61,665.04254
82.955487,60,677.362876
73.016759,58,699.162416
110.106854,75,711.739058
89.771764,57,723.867306
109.467673,75,736.359248
93.06494,64,748.888947
91.655586,65,761.182819
93.684876,64,773.578908
88.504485,65,785.731184
91.197679,63,798.243318
108.904015,71,810.733205
120.708258,76,834.12248
91.402492,63,846.651506
86.290953,64,859.255167
85.741356,66,871.864723
94.236275,67,884.574134
102.264346,68,897.172019
102.070621,63,909.740861
100.951644,66,922.398515
116.884727,72,935.363199
98.36261,66,948.10605
92.066439,60,968.850882
119.407991,80,993.260696
109.4342,72,1005.95512
102.323405,70,1018.38883
103.723653,69,1030.776563
101.788626,66,1043.510783
99.734278,71,1056.104954
105.107999,68,1068.587202
116.529451,80,1081.626768
106.649468,74,1114.12098
130.146613,86,1126.712215
117.196339,79,1139.344903
113.002748,70,1151.943253
115.659779,74,1164.57016
107.819074,71,1188.892447
114.779113,75,1202.850574
120.91072,76,1216.20912
116.68379,74,1237.663153
102.030579,77,1250.924243
115.01434,77,1265.361627
83.6327,69,1290.731914
120.131737,76,1304.391294
119.98617,77,1317.894611
117.260489,79,1331.277125
113.702231,74,1343.503664
126.398546,83,1379.39984
115.049779,79,1392.881868
121.724506,82,1406.354537
118.66806,80,1419.299342
132.59106,88,1445.689201
115.647059,71,1458.638904
123.026224,81,1471.0741
127.848034,82,1483.599835
103.172351,73,1517.579563
108.773794,76,1531.699835
121.949018,78,1545.20583
126.538908,81,1558.864616
118.505637,77,1571.984498
137.977042,89,1597.859747
120.439037,78,1610.901158
125.713726,82,1624.597865
124.180072,77,1638.61063
