# {"t_start": 1639658004.6317213, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
5.5599,9,0.849355
8.461683,13,1.003637
-4.355593,17,1.205286
9.295735,10,1.328981
7.227741,15,1.503152
16.896845,9,20.55739
12.889471,6,20.629563
13.724813,5,20.689233
17.790124,5,20.749911
9.215882,13,20.903569
17.883546,17,21.111091
11.82617,9,21.217808
10.433739,8,32.333952
16.568934,9,32.44797
13.178517,7,32.539109
12.752348,5,32.605112
8.62715,6,32.684439
10.170621,6,32.760343
11.295994,13,32.927574
9.691714,9,33.044362
15.383168,13,44.259814
16.771504,15,44.458518
19.804377,17,44.686025
15.05348,5,44.749664
15.856946,15,44.949189
15.983474,6,56.098029
16.405678,8,56.205507
7.02182,8,56.311605
10.622032,6,56.391507
16.21516,8,56.495759
17.325734,9,56.617711
12.317534,6,56.699369
13.230569,9,56.819079
18.615207,12,67.920727
6.462175,12,68.077799
12.338386,6,68.155648
35.949429,33,68.585968
15.242546,5,68.654377
19.277678,10,79.699368
18.133217,8,79.802974
15.391393,6,79.8799
16.309316,6,79.959782
13.685822,5,80.028787
16.334173,6,80.108546
12.470048,6,80.186312
28.464304,19,91.739399
18.519222,10,91.869279
13.328997,9,91.986752
19.070415,10,92.117688
17.655606,10,92.247891
18.983074,7,92.343814
21.719571,14,92.527167
20.23236,13,103.932285
20.972374,18,104.177531
17.553542,6,104.258317
37.734129,27,104.617842
16.094472,6,115.730191
17.64508,6,115.8122
20.432918,10,115.943213
38.758107,31,116.357121
18.583969,11,116.49947
16.780487,12,127.998116
17.503398,8,128.101497
27.863493,18,128.340855
19.726331,12,128.498376
38.18554,26,147.595888
22.567881,12,147.751378
30.966828,20,148.009628
20.908967,8,148.117979
47.095892,36,159.883417
28.956841,21,160.15594
32.769268,27,174.461907
24.760149,13,174.649861
32.860432,21,174.956011
37.36255,49,189.853278
49.694799,30,190.278321
45.89887,49,204.259053
55.033991,35,218.052375
60.232058,42,218.640168
50.832803,31,233.71133
49.077906,38,234.237378
56.384794,40,247.891789
53.051268,33,261.095835
36.280453,26,261.440054
59.816792,41,274.890548
69.214283,49,275.554133
56.642483,36,298.967285
59.804487,41,311.382886
68.319618,45,311.993064
80.42248,53,324.122568
59.622848,40,336.224105
57.401157,34,336.687564
70.832721,43,348.857841
69.909734,41,360.797472
71.521597,49,361.452654
65.238694,40,373.678877
61.579128,38,385.77757
68.636019,44,386.372588
77.785553,52,398.56724
72.058285,48,410.656553
71.557731,47,431.081996
67.681567,50,431.764206
70.668687,49,444.017399
66.532508,51,456.185468
78.820283,51,468.243415
65.26091,49,468.908137
74.017966,47,481.196265
71.257438,47,493.392149
67.384543,46,505.630232
79.04283,60,518.122277
71.099871,47,518.758786
75.414236,49,531.25871
73.542915,46,543.137225
65.658476,44,543.723306
85.623558,57,564.84777
75.006423,55,577.379047
76.888166,52,590.053173
94.14686,68,602.31169
70.974745,47,614.512954
78.062158,58,627.016991
75.323311,58,639.594316
82.5524,58,652.348096
74.602915,54,653.070514
94.829648,63,665.737011
79.930485,56,678.001477
85.49612,57,699.797675
83.758516,55,712.096654
81.216673,59,724.252194
97.354409,64,736.597914
86.370601,57,749.031925
97.885285,72,761.419123
68.537633,60,773.762211
114.981118,73,786.022673
94.86646,59,798.480554
97.615415,61,810.838847
90.682375,56,833.96078
93.26834,57,846.412139
105.581609,66,859.035783
99.625606,63,871.581788
101.085982,67,884.314877
108.490862,67,896.900762
102.552074,63,909.46139
103.48869,68,922.151484
84.792675,68,935.06575
104.195574,68,947.83277
93.716314,62,968.60391
99.843705,68,981.043264
109.901046,75,993.86417
109.352463,73,1006.56917
119.650427,75,1019.07214
105.896106,72,1043.344493
116.634366,77,1056.019063
110.117295,77,1068.626561
104.07323,73,1081.572855
105.485649,71,1102.608314
102.994389,73,1114.991349
116.020787,74,1139.008538
111.848043,71,1151.615031
105.223256,71,1164.200155
122.214699,77,1177.03954
117.197826,73,1189.579114
111.352317,68,1203.458627
109.993315,74,1216.78153
108.66275,70,1238.187096
115.694816,73,1264.78984
115.179273,77,1278.080163
108.15175,77,1291.313495
125.387972,87,1305.125403
119.318001,75,1318.584114
138.970667,90,1343.354847
116.929812,76,1357.350422
112.035421,74,1380.151849
121.439057,78,1393.632356
106.190512,74,1418.85028
119.608745,80,1432.65309
105.285613,73,1446.114656
111.872207,72,1459.085202
121.912057,86,1471.579479
125.179284,82,1495.84816
125.332061,82,1518.202977
138.590489,93,1532.57008
128.576273,82,1558.684478
121.504407,77,1571.804904
125.336247,89,1585.281813
136.124726,85,1610.816242
113.09424,78,1624.457542
120.148715,78,1638.477364
128.513564,83,1662.833277
