# {"t_start": 1639658003.2865343, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
14.359247,8,2.178041
7.086264,18,2.394639
14.9925,7,2.478462
3.962328,7,2.560373
16.266854,12,2.708472
9.915377,14,21.80993
15.10205,8,21.909551
12.725027,17,22.113912
13.150471,11,22.245523
16.726612,11,22.377686
13.077413,12,22.522081
21.032049,14,33.714233
15.262886,15,33.905914
10.745169,7,33.999575
7.418106,12,34.152746
14.026336,8,34.256438
15.918499,10,34.385487
19.491569,8,45.534567
12.149348,7,45.626835
14.495082,9,45.747639
12.149456,8,45.853868
9.272509,22,46.145552
8.39315,15,57.411646
14.145277,7,57.507242
18.474833,9,57.624976
13.267244,5,57.691621
19.006224,9,57.810444
15.158197,5,57.877387
14.277309,7,57.972615
17.072368,7,58.067383
21.953825,23,69.313468
18.803295,11,69.45776
13.902398,6,69.536083
14.892378,6,69.614984
17.582065,17,69.837968
9.465258,8,69.941355
16.737122,6,80.932318
18.716155,11,81.079726
23.180401,16,81.288554
15.693765,8,81.394054
15.421188,6,81.475376
13.912651,6,81.555295
17.837974,12,81.712909
12.442016,5,93.078424
17.730339,6,93.156554
16.550072,8,93.261114
16.162292,9,93.379609
14.678808,7,93.471772
12.178302,7,93.562158
17.615236,7,93.656147
16.548589,6,93.736019
17.938449,8,93.842877
17.922048,11,105.216889
16.362319,7,105.313986
15.900895,7,105.409225
23.847349,19,105.665073
28.745274,38,117.209637
17.845222,7,117.296788
18.869309,9,117.418128
19.620918,8,117.525299
21.913783,10,117.65707
17.937867,9,117.779314
19.272269,9,129.229792
17.957154,10,129.367967
18.958804,7,129.455376
18.529617,7,129.549076
30.454764,23,129.852364
42.933759,38,149.105693
48.201045,31,149.509818
20.558624,11,160.954526
31.540252,24,161.264859
33.291238,19,161.510737
25.967406,21,175.734465
42.805732,32,176.193239
48.493421,35,190.899483
37.268015,23,191.224503
33.572471,22,191.534196
50.900293,37,205.364308
47.553689,32,205.783478
62.320098,39,219.654504
44.637581,30,220.060719
61.238955,41,235.271655
60.627428,39,248.916213
43.164121,28,249.316574
71.486306,54,262.780639
64.154649,44,276.274814
56.611742,41,276.827962
66.424115,43,300.334218
40.436084,27,300.698932
71.787367,48,313.211606
59.079166,39,325.153249
64.585626,48,325.802114
72.860541,47,338.000381
59.590162,38,350.107127
61.429135,38,350.611701
60.552217,41,362.555927
73.618925,47,374.869332
63.429104,42,375.437663
74.376188,50,387.698009
61.629982,40,399.730697
66.041297,41,400.279563
66.951776,45,412.335102
74.7975,47,432.765696
82.668514,54,445.087641
80.218876,57,457.337269
60.21856,37,457.839678
70.785099,46,469.827827
83.474048,55,482.2233
69.178985,45,494.397167
73.935507,56,495.156504
78.222049,49,507.430301
86.687061,65,519.991599
66.85038,46,532.45382
75.492939,55,544.451174
65.578724,46,545.063742
69.874407,49,566.081231
68.948152,46,578.493049
79.158974,50,591.131521
75.261272,60,603.288287
80.808286,55,615.601097
68.166777,52,616.300232
75.191335,55,628.754689
82.399534,55,641.294289
91.207084,67,654.170831
85.640886,58,666.768604
79.759075,52,678.980661
93.940804,68,700.921745
91.780258,61,713.304666
97.766834,61,725.486635
77.246827,53,737.679804
99.672403,65,750.22876
85.74862,57,762.412756
98.061753,69,774.872205
81.574122,62,786.983062
109.336852,79,799.714033
96.575375,61,812.073248
97.057451,61,835.262067
98.677825,74,847.935656
97.41738,67,860.576612
111.755719,74,873.295899
128.733075,83,886.221132
97.608246,66,898.791083
102.914635,71,923.240296
106.957521,67,936.13523
102.902609,65,948.869365
117.235121,75,969.808414
106.894433,68,982.250454
103.349695,72,995.030236
110.66629,71,1007.711734
95.949555,60,1020.007862
95.503159,65,1032.341239
107.735713,70,1045.13035
110.391782,69,1057.697821
106.518263,68,1070.179728
115.802208,72,1083.115862
103.192263,75,1115.621852
109.213424,74,1128.054906
112.415905,71,1140.577205
115.627305,73,1153.210993
110.159345,71,1165.797081
112.37359,73,1178.580435
115.420392,79,1191.199306
105.474216,70,1217.437159
111.215015,77,1238.927788
119.924086,77,1252.19458
113.173112,68,1266.508274
124.890495,79,1279.861865
104.197218,74,1293.024489
99.744136,70,1306.60283
110.483297,73,1332.360697
116.874143,75,1344.601975
97.855831,73,1358.558599
107.984457,74,1381.359505
116.799495,83,1394.902938
124.975955,80,1420.204599
119.943415,80,1434.007728
132.18331,82,1447.593022
140.721663,90,1472.139547
111.940488,72,1484.533691
129.179135,83,1497.397083
122.80515,81,1519.734593
121.925369,77,1533.882331
130.601387,81,1559.985296
107.273649,73,1573.048466
139.345779,89,1586.530506
135.06208,96,1612.210408
119.897579,80,1625.884022
130.959138,83,1639.970753
110.951377,74,1664.209441
