# {"t_start": 1639658004.5587666, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
7.661022,10,0.93422
5.833084,16,1.12621
10.250706,9,1.229544
10.263622,16,1.424867
11.507343,6,1.494344
10.197977,6,1.565766
10.584826,12,20.654712
14.496531,6,20.726628
17.442232,9,20.834545
14.943377,15,21.015536
16.554489,6,21.08732
8.255172,7,21.170197
8.863113,15,32.371193
14.738543,9,32.483582
10.347846,16,32.692661
12.821133,7,32.781502
14.590811,16,32.987413
15.828671,15,44.226938
15.778206,12,44.386139
10.336869,9,44.504533
3.478085,10,44.641428
10.787808,13,44.810051
14.496902,6,44.889537
9.863852,6,44.968523
12.153535,5,56.103234
11.170451,7,56.199464
11.543718,8,56.303854
16.15059,8,56.410704
5.871018,8,56.516545
7.133105,11,56.66443
13.086634,6,56.745116
16.226729,6,56.82464
18.027177,7,56.918809
18.264463,8,67.966568
16.801443,7,68.057271
15.079364,11,68.202585
16.553103,8,68.306576
14.522238,6,68.384238
17.081284,8,68.49003
15.604071,6,68.568146
13.164883,5,68.63533
15.765171,8,79.652254
20.936195,10,79.784622
16.289404,7,79.875746
20.93955,11,80.021381
12.983399,11,80.167286
17.385007,8,80.272302
19.57156,7,80.365724
19.309876,11,91.811667
14.437589,6,91.888193
20.529965,11,92.033602
16.712574,7,92.124794
16.197682,15,92.321673
20.9439,9,92.439898
17.114935,13,92.614345
20.570041,13,104.018548
11.753572,8,104.127568
23.218558,14,104.317402
19.322305,13,104.488997
20.916017,15,104.689201
24.357623,16,115.93627
17.501316,10,116.069465
18.728774,7,116.164126
23.957833,19,116.416522
20.990183,9,116.533016
17.402353,11,128.015394
32.637642,24,128.332446
36.754229,30,128.727657
38.16595,36,147.954614
22.445087,13,148.123073
19.997818,11,148.26605
20.480082,7,148.358853
19.185284,12,159.813951
25.908085,17,160.035332
27.57254,14,160.217939
21.610209,8,160.320468
40.426573,38,174.795398
22.414932,17,175.04548
46.251476,32,189.702417
23.160993,12,189.871847
57.882572,51,203.906728
20.757549,25,204.239965
39.790225,25,204.567517
48.604912,33,218.357981
49.235354,39,233.527513
45.976425,28,233.92349
66.022845,43,247.621034
56.587024,44,248.238548
61.886778,40,261.51326
62.246852,44,275.007362
59.761451,41,275.559316
58.683574,36,298.971354
54.562405,34,299.430931
62.109747,40,311.837652
62.723193,41,323.804269
59.697244,36,324.290443
70.201966,47,336.488485
71.840528,48,348.729302
74.265929,47,349.359531
59.269746,37,361.249632
58.461403,46,373.54735
70.025256,49,374.209394
71.44444,48,386.444205
77.292522,50,398.612211
69.818254,45,410.663809
70.500076,45,411.269717
69.549224,45,431.673432
67.051494,42,443.833101
64.831691,42,444.393563
69.909801,44,456.476354
78.200372,50,468.519007
71.417786,48,480.817967
67.049676,48,481.473636
73.001591,52,493.739532
75.195276,55,506.097244
67.13507,57,518.546902
79.295454,55,531.132578
69.054119,45,542.994878
75.608937,47,543.621286
86.102397,60,564.786626
61.165933,50,577.252701
96.177978,61,590.041081
80.17852,59,602.178277
72.452164,53,614.463512
81.321344,58,626.97077
86.006928,55,627.698123
75.602522,53,640.216149
77.467142,52,652.8895
94.997584,63,665.553086
92.06857,58,677.845748
94.754015,65,699.748509
84.359324,64,712.169681
105.1895,72,724.49754
106.701008,72,736.952065
97.084694,61,749.438094
88.282123,59,761.653894
98.071583,65,774.067657
104.494184,70,786.283546
99.806225,64,798.810584
97.605207,62,811.177745
115.600658,77,834.581697
105.063628,71,858.961188
106.015386,72,871.628013
115.991647,69,884.387959
98.227891,66,896.958247
111.663152,72,909.646144
85.546521,58,922.196678
104.547274,71,935.150841
111.78628,71,947.956901
104.677979,74,968.896358
115.409602,74,981.413908
103.081774,65,994.10081
109.651801,70,1006.766466
122.753285,77,1030.750579
121.508414,77,1043.631524
102.301936,73,1056.252611
92.196615,65,1068.699532
120.712524,77,1081.700166
115.899969,75,1102.785616
111.715901,71,1115.14028
118.004009,77,1139.202309
113.015857,71,1151.809175
113.13978,77,1164.474979
134.298908,85,1177.418304
113.719886,72,1189.944177
116.052588,77,1216.277217
124.641315,80,1237.809173
113.751756,76,1251.061058
115.65758,73,1265.440248
130.878687,82,1278.842487
125.160101,82,1304.729074
131.792668,84,1318.322813
119.405446,82,1331.747164
120.461088,77,1356.984444
124.675397,80,1379.875343
114.547715,73,1393.280295
123.97241,80,1406.719415
122.757532,85,1432.460119
123.732398,79,1445.999097
140.153349,87,1459.171371
105.617421,75,1471.517517
117.586032,84,1495.815162
130.57822,88,1518.2479
129.675936,82,1532.467718
121.552474,82,1558.580771
121.482677,79,1571.725146
117.843607,79,1585.075429
122.642399,83,1598.584999
134.332888,86,1624.315515
108.728762,74,1638.285285
105.050168,73,1662.416129
