# {"t_start": 1639658002.2935302, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
-1.49547,9,3.180123
6.467118,13,3.335511
13.229906,13,3.492077
15.85615,19,3.718796
6.827459,7,3.802097
10.087116,20,22.983191
11.366797,21,23.235971
10.312796,17,23.441215
19.10557,12,34.603905
13.540932,9,34.717255
11.687489,4,34.766677
15.899659,11,34.909265
11.104878,9,35.027279
16.826638,11,35.168034
8.005297,7,35.258167
10.65272,7,35.348892
18.600155,13,46.563747
15.470148,7,46.656855
6.612871,8,46.762669
10.535958,12,46.923805
11.650605,11,47.068299
12.898521,8,47.172973
14.935081,6,47.251701
18.12625,10,58.455887
10.635579,7,58.548708
13.657479,7,58.641492
10.224926,8,58.746455
15.931918,8,58.852486
19.231666,11,59.002734
22.055313,16,70.160492
16.032596,10,70.28919
12.369545,5,70.355408
16.381765,7,70.447219
15.919228,6,70.525681
18.386564,7,70.61727
18.55703,10,70.747543
15.439307,15,70.944448
6.338181,6,81.935085
12.858049,6,82.015575
6.167288,10,82.14596
16.02625,8,82.250598
18.042208,8,82.355908
20.957253,8,82.464633
19.231839,7,82.557575
16.43757,5,82.622641
18.0626,6,82.702538
18.390004,10,94.133291
16.201452,13,94.304212
24.382071,18,94.53862
9.232444,8,94.645253
19.139013,11,94.791886
16.303591,9,106.138355
19.313194,12,106.302649
19.360279,6,106.384854
16.315609,5,106.452116
17.958831,7,106.547876
18.04625,11,106.694639
13.267334,7,106.786762
22.211023,14,106.973142
16.11747,11,118.154927
16.648108,8,118.260133
17.38592,11,118.407122
23.297906,11,118.553518
20.61976,12,118.712842
19.746961,10,118.84242
21.402677,12,130.341424
23.360833,10,130.470623
42.325667,31,130.880999
28.745524,21,149.912686
38.380638,30,150.301879
31.80002,21,150.578274
26.60278,15,162.073035
45.301953,30,162.462715
34.713699,43,176.994274
42.62746,32,177.503997
42.194786,31,192.099766
40.932632,27,192.478909
40.110043,24,206.135774
40.362305,24,206.456854
55.162119,39,220.292207
46.040111,32,220.759531
55.031813,50,236.082213
55.985574,35,236.568356
83.279757,69,250.632692
62.789652,43,263.939342
67.304617,43,277.434293
56.677224,37,277.922252
68.758246,47,301.484899
48.427992,34,313.806111
56.978359,35,314.28255
67.18193,45,326.303712
72.503868,44,338.460417
52.69209,32,338.894939
56.787311,34,350.948246
59.139861,44,351.535619
78.662413,50,363.598666
66.804872,43,375.858515
64.976063,45,376.467445
67.822493,41,388.608022
64.298278,38,400.613029
76.970905,49,401.268851
72.429225,45,413.324494
64.467617,43,433.698705
74.253279,46,445.919773
75.127549,45,446.519327
68.199942,46,458.624374
63.403515,51,470.679578
74.163454,48,482.978075
74.473909,53,483.702974
73.664053,48,495.914815
71.056559,47,508.164111
67.0289,51,520.534446
77.362435,54,521.262855
70.019339,44,533.698372
72.859609,45,545.560773
86.72111,58,566.693367
71.892514,49,579.143363
57.463634,48,579.789582
80.440608,64,592.619891
94.120778,63,604.812807
74.098609,53,617.100118
73.864251,50,629.492193
100.57141,66,642.176733
90.335784,59,654.948062
60.773901,53,667.477945
88.577678,55,679.727864
82.250637,55,680.463581
92.94683,64,702.359472
101.963584,69,714.84153
83.403656,54,726.929957
88.561368,56,739.169029
86.45299,56,751.589433
88.504583,60,763.817878
92.621873,63,776.201518
104.890113,67,788.379159
89.964391,58,800.824828
89.876757,59,813.156413
88.690613,56,836.276664
91.913084,64,848.819948
93.694688,68,861.472341
101.425254,67,874.093029
104.601963,76,886.930807
113.780891,77,899.646856
119.632557,80,912.445668
95.927064,71,937.165062
106.817589,68,949.937715
120.723028,82,970.973268
110.02025,71,983.454191
98.417061,64,996.127085
114.474243,73,1008.834119
88.003084,65,1021.200303
91.236226,64,1033.517782
96.030251,67,1046.268246
105.481569,67,1058.807721
102.61979,68,1071.287905
100.764359,66,1084.143498
118.595148,72,1116.611125
101.776206,69,1128.978704
111.598751,76,1141.566241
105.553012,71,1154.172701
128.155829,81,1166.894875
96.93718,65,1179.569734
104.101266,70,1192.067459
117.044262,72,1206.002035
96.615783,69,1219.254967
117.346802,79,1253.001822
116.958583,74,1267.401066
114.619907,70,1280.620112
110.217019,72,1293.768634
119.601057,74,1307.399177
101.578893,76,1320.873761
90.79854,71,1345.386045
127.734847,84,1359.491899
123.896554,81,1382.389449
123.457874,80,1395.892269
109.796227,71,1409.203487
122.87051,78,1434.847931
113.839348,80,1448.404999
126.068616,78,1461.456336
117.166181,82,1473.89593
135.058671,87,1498.231628
124.457997,85,1520.627903
128.379253,88,1547.373744
121.37809,83,1561.055262
130.591951,84,1574.268455
109.152251,79,1587.61206
114.358411,84,1613.132941
127.222668,85,1626.872404
115.858392,78,1640.8914
120.576663,77,1665.162375
