# {"t_start": 1639658003.9483106, "env_id": "HopperPyBulletEnv-v0"} 
r,l,t
9.934749,6,1.492444
13.687954,18,1.710685
10.807681,8,1.807086
10.929979,12,1.947739
13.98237,10,2.069798
15.782116,11,21.140909
10.951474,15,21.321473
30.106481,30,21.683599
2.13233,17,21.88643
11.272135,23,33.194514
10.855688,5,33.261236
11.399053,12,33.41761
29.819935,30,44.847888
11.466308,14,45.034542
16.523421,6,45.114113
9.222837,9,45.235257
14.137309,9,45.354232
13.96036,8,45.459337
16.606225,9,45.577989
20.377884,9,56.76539
8.684359,12,56.926308
17.478931,13,57.098901
15.334445,7,57.193077
17.373749,6,57.273584
20.782805,13,57.450436
16.604419,7,57.543282
14.569876,9,68.60165
15.808847,8,68.70906
12.095575,6,68.786103
15.20082,6,68.865269
19.829565,11,69.00859
32.553112,24,69.32049
24.943709,16,80.445024
17.151764,6,80.523881
19.11037,16,80.735951
14.86908,7,80.828483
13.00497,5,80.895747
21.844088,11,81.041284
13.262399,10,92.47429
12.004492,11,92.615342
12.026028,6,92.696802
15.353307,6,92.772403
18.108442,8,92.876606
21.939237,11,93.024239
19.867306,11,93.168681
19.967526,10,104.529052
14.703995,9,104.653849
13.942096,6,104.736548
16.277696,10,104.871434
30.582479,20,105.138223
17.625911,8,105.245471
21.85384,20,116.543465
19.663159,10,116.677214
27.029449,21,116.958916
21.119764,11,117.102146
32.319217,24,128.7557
20.777278,12,128.914987
27.749111,18,129.154813
16.821301,9,129.271878
19.470116,7,129.36212
31.491366,22,148.407994
49.570241,38,148.903849
31.735823,27,160.5556
34.351175,26,160.892837
33.045836,31,175.258176
53.320093,39,175.870516
15.343969,9,176.013718
23.102557,12,190.324633
49.371673,35,190.815134
43.608223,40,204.69289
44.616382,34,205.136491
42.221907,30,218.882983
55.490113,40,219.428203
35.059595,44,234.678564
58.291466,46,248.427658
28.674275,26,248.796471
67.433659,44,262.120618
65.719575,45,275.629056
55.404636,35,276.108127
57.224606,36,299.514493
59.471954,46,300.131646
61.146544,39,312.526303
70.705329,48,324.587116
58.251135,34,325.047636
69.7618,42,337.17808
71.045639,48,349.420608
56.794945,35,349.887365
77.295778,51,361.964107
55.532733,51,374.332956
64.669004,43,386.500264
63.730589,41,387.05204
79.193512,48,399.193941
64.433896,49,411.298374
74.355306,47,411.932003
68.831148,51,432.418391
68.23752,47,444.643308
83.490352,56,456.880899
68.893065,46,468.871212
71.609525,44,469.467772
77.914435,54,481.851343
85.311351,55,494.154406
72.149435,49,506.434369
74.031353,56,518.871251
74.262017,51,519.561912
83.886098,58,532.183921
78.408386,52,544.141086
80.349429,55,565.23356
83.386466,65,577.898884
70.893235,52,590.56941
73.576532,55,602.654845
74.930196,49,603.316937
70.772025,51,615.573459
78.698707,57,628.054065
93.992899,63,640.70282
85.504379,62,653.515002
91.062671,58,666.108677
97.368162,67,678.522408
88.707872,56,700.303165
86.488432,61,712.686257
107.331516,65,724.920024
95.159845,64,737.266466
92.307048,70,749.875661
75.689101,53,762.008755
100.67285,62,774.375843
105.250734,67,786.556628
100.725256,65,799.096208
74.153366,56,811.386873
85.366397,58,834.535197
103.585826,68,847.132258
88.970251,60,859.676233
93.698037,59,872.167268
108.251586,75,885.010718
112.524233,77,897.726265
101.198819,67,910.349463
104.077337,69,923.047383
116.170123,84,936.176199
101.904154,70,948.972192
106.123752,73,981.417929
105.611831,73,994.209474
99.487405,69,1006.862968
112.650774,76,1019.374752
114.510806,73,1031.814577
107.743586,75,1044.673559
111.572446,69,1057.239597
110.49583,67,1069.70518
117.7588,71,1102.71823
103.890091,72,1115.092303
114.17367,77,1127.567142
114.007307,78,1140.183547
108.591883,71,1152.795058
106.4071,75,1165.435344
101.170091,69,1178.160097
124.945344,77,1203.717028
124.66501,81,1217.142639
119.954731,77,1238.636628
112.726176,76,1251.884939
107.64209,73,1266.267195
102.56912,69,1291.637854
115.255143,76,1305.296297
115.131212,76,1318.787104
104.217141,73,1332.090084
121.004979,75,1344.328095
120.182068,80,1358.386739
126.636853,81,1393.687189
125.364305,83,1407.18082
142.709828,89,1420.248174
122.661538,79,1446.515711
109.115205,76,1459.531323
99.83879,74,1471.872633
123.801011,83,1484.409304
100.919313,78,1518.457849
119.462978,79,1532.620872
130.36497,83,1546.190957
126.598555,85,1559.909468
121.337093,75,1585.282532
123.133018,83,1598.794062
108.665909,77,1611.820398
106.577943,75,1625.424299
113.292229,74,1639.394902
